RISK_SEGMENTATION,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,INCIDENT_SEVERITY,CUSTOMER_ID_0,CUSTOMER_ID_1,CUSTOMER_ID_2,CUSTOMER_ID_3,CUSTOMER_ID_4,CUSTOMER_ID_5,CUSTOMER_ID_6,CUSTOMER_ID_7,CUSTOMER_ID_8,CUSTOMER_ID_9,CUSTOMER_ID_10,CUSTOMER_ID_11,CUSTOMER_ID_12,CUSTOMER_ID_13,INSURANCE_TYPE_0,INSURANCE_TYPE_1,INSURANCE_TYPE_2,CUSTOMER_NAME_0,CUSTOMER_NAME_1,CUSTOMER_NAME_2,CUSTOMER_NAME_3,CUSTOMER_NAME_4,CUSTOMER_NAME_5,CUSTOMER_NAME_6,CUSTOMER_NAME_7,CUSTOMER_NAME_8,CUSTOMER_NAME_9,CUSTOMER_NAME_10,CUSTOMER_NAME_11,CUSTOMER_NAME_12,CUSTOMER_NAME_13,MARITAL_STATUS_0,MARITAL_STATUS_1,EMPLOYMENT_STATUS_0,EMPLOYMENT_STATUS_1,HOUSE_TYPE_0,HOUSE_TYPE_1,ACCT_NUMBER_0,ACCT_NUMBER_1,ACCT_NUMBER_2,ACCT_NUMBER_3,ACCT_NUMBER_4,ACCT_NUMBER_5,ACCT_NUMBER_6,ACCT_NUMBER_7,ACCT_NUMBER_8,ACCT_NUMBER_9,ACCT_NUMBER_10,ACCT_NUMBER_11,ACCT_NUMBER_12,ACCT_NUMBER_13,AUTHORITY_CONTACTED_0,AUTHORITY_CONTACTED_1,AUTHORITY_CONTACTED_2,INCIDENT_STATE_0,INCIDENT_STATE_1,INCIDENT_STATE_2,INCIDENT_STATE_3,INCIDENT_STATE_4,INCIDENT_CITY_0,INCIDENT_CITY_1,INCIDENT_CITY_2,INCIDENT_CITY_3,INCIDENT_CITY_4,INCIDENT_CITY_5,INCIDENT_CITY_6,INCIDENT_CITY_7,INCIDENT_CITY_8,AGENT_ID_0,AGENT_ID_1,AGENT_ID_2,AGENT_ID_3,AGENT_ID_4,AGENT_ID_5,AGENT_ID_6,AGENT_ID_7,AGENT_ID_8,AGENT_ID_9,AGENT_ID_10,PREMIUM_AMOUNT,POSTAL_CODE,NO_OF_FAMILY_MEMBERS,ROUTING_NUMBER,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_HOUR_OF_THE_DAY,CLAIM_AMOUNT,AGE,TENURE,CLAIM_STATUS
2.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1.3953216947148412,-1.3024472430931908,-1.4496761334095611,-1.0875469630361996,-1.531170011903045,-1.5055854870455474,1.5126390870125792,-0.6622852154870734,1.0864241189000763,0.9376369365386504,0
0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0.48591132796024383,-0.3751135816341261,-1.4496761334095611,-0.24406094748750518,0.6530953403124258,0.664193437439629,-0.23420673631246938,0.6509461419730043,-1.0854974323715338,-1.1883402673862518,0
2.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1.9146587122796959,-0.24909906260289866,-0.8666443521652119,-0.8920461380465081,0.6530953403124258,0.664193437439629,-0.5253477068666441,0.15282390293642306,-1.2592511564732627,0.6339259074065215,0
0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,-1.6543049469824156,-0.34563722239902617,-0.8666443521652119,0.8399456601172355,-1.531170011903045,-1.5055854870455474,-1.6899115890833434,-0.743796127329423,-1.519881742625856,-1.3098246790391033,0
0.0,2.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1.6204847576643688,0.9781164711580301,0.299419210323487,0.09820278333476891,0.6530953403124258,0.664193437439629,1.2214981164584044,-0.7347393593469398,-0.7379899841680763,1.4539456860632696,0
0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.6347196076641192,-1.3333727538806441,-1.4496761334095611,0.5355508877496177,-1.531170011903045,0.664193437439629,-0.3797772215895568,-0.7075690553994899,0.04390177428970343,-0.2468360770766522,0
1.0,2.0,6.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.0718105670514741,0.7529738193434906,1.4654827728121858,-1.469668477947512,0.6530953403124258,0.664193437439629,0.49364569007296755,0.9226491814475031,0.21765549839143225,-1.4920512965183805,0
0.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0.02508531277385041,-0.4895348882465277,-0.8666443521652119,-1.1655100548983934,0.6530953403124258,0.664193437439629,-1.3987706185291684,3.367976536717993,0.9126703947983476,-1.097226958646613,0
1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.15874712732301785,1.579421866349368,-1.4496761334095611,1.2552185290512632,0.6530953403124258,0.664193437439629,-0.6709181921437316,0.7415138217978372,-1.0854974323715338,-0.5201760032955682,0
2.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-0.5971646735134045,0.7658311852441566,0.8824509915678364,-0.4761377953027069,0.6530953403124258,0.664193437439629,1.5126390870125792,-0.7075690553994899,1.1733009809509407,-0.9453714440805486,0
2.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,-0.26394244010982604,1.4277234485285608,1.4654827728121858,-0.889777538953138,0.6530953403124258,0.664193437439629,-1.1076296479749936,-0.526433695749824,-1.0854974323715338,0.8768947307122247,0
1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.06890576551495471,0.7529121533199862,1.4654827728121858,1.3967364667765116,0.6530953403124258,0.664193437439629,-0.6709181921437316,-0.07359529662565928,-0.47735939801548305,-0.8846292382541229,0
1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,-0.3156064102950635,1.579421866349368,-0.2836125709208624,1.4743880666770999,-1.531170011903045,0.664193437439629,-0.816488677420819,0.5603784621481713,-0.3904825359646186,1.1502346569311406,0
2.0,1.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,-1.6939347393735011,-0.3754219117516481,1.4654827728121858,0.09892708057037161,0.6530953403124258,-1.5055854870455474,0.9303571459042297,-0.7392677433381815,0.13077863634056786,-0.5505471062087811,0
2.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,-0.6426040689775289,0.978887296451835,0.8824509915678364,-1.444082916279079,0.6530953403124258,0.664193437439629,0.2025047195187928,2.0094613393454988,-1.4330048805749915,-0.42906269455592955,0
2.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0.6763833144262991,-0.3751135816341261,-0.2836125709208624,-0.4497623790173446,0.6530953403124258,0.664193437439629,0.49364569007296755,-0.48114985583740755,-1.4330048805749915,0.4820703928404571,0
0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,-1.5993212036125846,-0.34138226677722305,0.299419210323487,1.1096848604263603,-1.531170011903045,-1.5055854870455474,-0.816488677420819,-0.7211542073732148,-0.5642362600663474,-0.8846292382541229,1
1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,-1.619032356896109,-1.43185339341716,-0.2836125709208624,0.28808315937157597,0.6530953403124258,0.664193437439629,-1.544341103806256,-0.7211542073732148,0.21765549839143225,0.51244149575367,0
0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,-0.6220629723978562,1.5793293673141116,0.299419210323487,0.025019135366121676,0.6530953403124258,0.664193437439629,-1.1076296479749936,1.7377582998709997,-1.1723742944223983,-0.5505471062087811,0
1.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1.9351998088593687,-0.5202137349399633,-0.2836125709208624,1.2737620312598301,0.6530953403124258,0.664193437439629,-0.816488677420819,-0.4358660159249911,-1.519881742625856,1.6969145093689726,0
1.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0.7230676248346459,1.4261509649291988,1.4654827728121858,0.4564377677975449,-1.531170011903045,0.664193437439629,-0.6709181921437316,-0.7075690553994899,0.8257935327474831,-0.9757425469937615,0
2.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.008319904896122252,-1.3023855770696864,-1.4496761334095611,-0.5472259888612302,-1.531170011903045,-1.5055854870455474,-0.816488677420819,0.5603784621481713,-0.9986205703206695,-1.674277913997658,0
1.0,2.0,6.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-0.09027680539077577,-0.3754527447634003,1.4654827728121858,0.08274178512969498,0.6530953403124258,0.664193437439629,-0.816488677420819,-0.526433695749824,1.433931567103534,1.2109768627575666,0
1.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5004353356428404,-1.3024472430931908,1.4654827728121858,1.222684988719648,0.6530953403124258,-1.5055854870455474,-0.5253477068666441,-0.02831145671324281,0.999547256849212,0.5731837015800958,0
0.0,2.0,3.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0.37013423814754354,1.1414697674211676,-1.4496761334095611,0.17700778068998277,0.6530953403124258,0.664193437439629,-1.1076296479749936,0.28867542267367247,0.999547256849212,0.6642970103197344,0
2.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,-1.6310665346902606,0.7529738193434906,0.299419210323487,-0.2846457591594412,0.6530953403124258,0.664193437439629,1.3670686017354918,-0.7302109753556981,-0.04297508776116098,0.45169928992724423,0
1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0.8824167376951365,0.765584521150139,-0.2836125709208624,1.536074338371741,0.6530953403124258,0.664193437439629,-0.5253477068666441,-0.16416297645049222,-0.6511131221172118,0.17835936370832825,0
2.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0.7052238439674556,-0.48965822029353645,-1.4496761334095611,1.39350361939431,0.6530953403124258,0.664193437439629,1.6582095722896666,0.01697238319917366,0.30453236044229665,-0.7327737236880584,1
1.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-0.22057790288607293,-1.4106094483198965,-0.8666443521652119,-1.6302458082888323,0.6530953403124258,0.664193437439629,-1.1076296479749936,-0.6622852154870734,-1.2592511564732627,-0.6416604149484197,0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-0.6318148061275998,1.1414697674211676,-0.2836125709208624,-1.6590852468228876,-1.531170011903045,0.664193437439629,-0.816488677420819,-0.16416297645049222,0.8257935327474831,1.3628323773236308,0
1.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0.2883848234769269,-0.8716484028915,1.4654827728121858,-0.0179660582255371,-1.531170011903045,0.664193437439629,0.6392161753500549,-0.39058217601257456,0.04390177428970343,-0.7631448266012713,0
1.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,-1.7057614313436158,1.4262126309527032,-1.4496761334095611,0.3877765044292505,0.6530953403124258,0.664193437439629,-0.9620591626979064,-0.743796127329423,0.8257935327474831,0.20873046662154113,0
